Algorithm,Pattern,Cache Size,Bytes Sent,Total Bytes,Compression Ratio,Hits,Misses
Uncompressed,periodic,0,425984,425984,1.0,0,3328
Uncompressed,periodic,1,279040,425984,1.526605504587156,1148,2180
Uncompressed,periodic,4,279040,425984,1.526605504587156,1148,2180
Uncompressed,periodic,8,279040,425984,1.526605504587156,1148,2180
Uncompressed,periodic,16,279040,425984,1.526605504587156,1148,2180
Uncompressed,periodic,32,279040,425984,1.526605504587156,1148,2180
Uncompressed,periodic,64,279040,425984,1.526605504587156,1148,2180
Uncompressed,periodic,128,279040,425984,1.526605504587156,1148,2180
Uncompressed,strided,0,6393856,6393856,1.0,0,49952
Uncompressed,random,0,6400000,6400000,1.0,0,50000
Uncompressed,strided,1,1798272,6393856,3.5555555555555554,35903,14049
Uncompressed,periodic,256,279040,425984,1.526605504587156,1148,2180
Uncompressed,skew,0,6400000,6400000,1.0,0,50000
Uncompressed,strided,4,1798272,6393856,3.5555555555555554,35903,14049
Uncompressed,strided,8,1798272,6393856,3.5555555555555554,35903,14049
Uncompressed,blurred,0,6400000,6400000,1.0,0,50000
Uncompressed,strided,16,1798272,6393856,3.5555555555555554,35903,14049
Uncompressed,random,1,6397440,6400000,1.0004001600640255,20,49980
Uncompressed,strided,64,516096,6393856,12.38888888888889,45920,4032
Uncompressed,skew,1,6395008,6400000,1.0007806088749225,39,49961
Uncompressed,random,4,6393984,6400000,1.0009408844313654,47,49953
Uncompressed,strided,32,1798272,6393856,3.5555555555555554,35903,14049
Uncompressed,blurred,1,6348928,6400000,1.0080441926574062,399,49601
Uncompressed,skew,4,6381184,6400000,1.002948669087116,147,49853
Uncompressed,blurred,4,6163968,6400000,1.0382922169615416,1844,48156
Uncompressed,random,8,6387328,6400000,1.001983928177792,99,49901
Uncompressed,strided,128,516096,6393856,12.38888888888889,45920,4032
Uncompressed,skew,8,6364544,6400000,1.0055708625786859,277,49723
Uncompressed,blurred,8,5953792,6400000,1.0749451777959325,3486,46514
Uncompressed,random,16,6370432,6400000,1.004641443468826,231,49769
Uncompressed,blurred,16,5525376,6400000,1.1582922139597378,6833,43167
Uncompressed,blurred,256,155136,6400000,41.254125412541256,48788,1212
Uncompressed,skew,16,6326016,6400000,1.011695196471207,578,49422
Uncompressed,strided,256,516096,6393856,12.38888888888889,45920,4032
Uncompressed,blurred,32,4690944,6400000,1.3643309321108927,13352,36648
Uncompressed,blurred,128,1233280,6400000,5.1894135962636225,40365,9635
Uncompressed,random,32,6349312,6400000,1.0079832271591,396,49604
Intel_8gen,periodic,0,274432,425984,1.5522388059701493,0,3328
Intel_8gen,periodic,1,181056,425984,2.3527748320961472,1148,2180
Intel_8gen,periodic,4,181056,425984,2.3527748320961472,1148,2180
Intel_8gen,periodic,8,181056,425984,2.3527748320961472,1148,2180
Uncompressed,skew,32,6256512,6400000,1.0229341844145747,1121,48879
Intel_8gen,periodic,16,181056,425984,2.3527748320961472,1148,2180
Uncompressed,blurred,64,3204736,6400000,1.9970443743259976,24963,25037
Intel_8gen,periodic,32,181056,425984,2.3527748320961472,1148,2180
Intel_8gen,periodic,64,181056,425984,2.3527748320961472,1148,2180
Intel_8gen,periodic,128,181056,425984,2.3527748320961472,1148,2180
Intel_8gen,strided,0,4069568,6393856,1.5711387547769198,0,49952
Intel_8gen,periodic,256,181056,425984,2.3527748320961472,1148,2180
Intel_8gen,strided,1,1150976,6393856,5.555160142348755,35903,14049
Intel_8gen,random,0,4087296,6400000,1.5658273831892773,0,50000
Intel_8gen,strided,4,1150976,6393856,5.555160142348755,35903,14049
Intel_8gen,blurred,0,5862592,6400000,1.0916673034725937,0,50000
Intel_8gen,strided,8,1150976,6393856,5.555160142348755,35903,14049
Intel_8gen,skew,0,4292352,6400000,1.491024035307449,0,50000
Intel_8gen,strided,16,1150976,6393856,5.555160142348755,35903,14049
Intel_8gen,strided,64,329984,6393856,19.376260667183864,45920,4032
Intel_11gen,random,0,4069440,6400000,1.5726979633561375,0,50000
Intel_8gen,random,1,4068864,6400000,1.572920598968164,11,49989
Intel_8gen,strided,32,1150976,6393856,5.555160142348755,35903,14049
Intel_8gen,blurred,1,5813120,6400000,1.100957833314984,425,49575
Intel_8gen,random,4,4067968,6400000,1.5732670463484473,38,49962
Intel_8gen,blurred,4,5648896,6400000,1.1329647421372246,1809,48191
Uncompressed,random,64,6300672,6400000,1.0157646676418008,776,49224
Intel_8gen,strided,128,329984,6393856,19.376260667183864,45920,4032
Intel_8gen,skew,1,4287424,6400000,1.4927378304548373,41,49959
Uncompressed,skew,64,6129152,6400000,1.0441901261381672,2116,47884
Intel_11gen,random,1,4077312,6400000,1.5696615809631445,21,49979
Intel_11gen,periodic,0,273984,425984,1.5547769212800748,0,3328
Intel_8gen,random,8,4061952,6400000,1.5755971513203504,89,49911
Intel_11gen,periodic,1,180800,425984,2.3561061946902653,1148,2180
Intel_8gen,blurred,8,5466368,6400000,1.1707956727391935,3448,46552
Intel_8gen,skew,4,4278720,6400000,1.495774437214868,147,49853
Intel_11gen,random,4,4072960,6400000,1.5713387806411063,44,49956
Intel_11gen,periodic,4,180800,425984,2.3561061946902653,1148,2180
Intel_11gen,periodic,64,180800,425984,2.3561061946902653,1148,2180
Intel_11gen,periodic,8,180800,425984,2.3561061946902653,1148,2180
Intel_11gen,periodic,16,180800,425984,2.3561061946902653,1148,2180
Intel_8gen,blurred,16,5048448,6400000,1.267716335792703,6971,43029
Intel_11gen,periodic,32,180800,425984,2.3561061946902653,1148,2180
Intel_8gen,skew,8,4256960,6400000,1.5034202811395925,264,49736
Intel_8gen,random,16,4057216,6400000,1.5774363504432596,196,49804
Intel_8gen,blurred,256,137600,6400000,46.51162790697674,48731,1269
Intel_11gen,periodic,128,180800,425984,2.3561061946902653,1148,2180
Intel_8gen,strided,256,329984,6393856,19.376260667183864,45920,4032
Intel_11gen,strided,0,4068928,6393856,1.5713858785409818,0,49952
Intel_11gen,periodic,256,180800,425984,2.3561061946902653,1148,2180
Intel_11gen,random,8,4062848,6400000,1.5752496770738162,102,49898
Intel_8gen,blurred,32,4293760,6400000,1.4905351021016544,13462,36538
Intel_11gen,strided,1,1150336,6393856,5.558250806720819,35903,14049
Intel_8gen,skew,16,4227328,6400000,1.5139586992066856,584,49416
Intel_8gen,blurred,128,1091392,6400000,5.8640708379757225,40579,9421
Intel_11gen,strided,4,1150336,6393856,5.558250806720819,35903,14049
Intel_11gen,blurred,16,5089728,6400000,1.2574345819658732,6719,43281
Intel_11gen,strided,8,1150336,6393856,5.558250806720819,35903,14049
Intel_8gen,random,32,4042944,6400000,1.5830048598249196,450,49550
Intel_11gen,random,16,4064320,6400000,1.574679159121329,190,49810
Intel_8gen,blurred,64,2976320,6400000,2.15030641866466,24735,25265
Intel_11gen,blurred,0,5863168,6400000,1.0915600576343711,0,50000
Intel_11gen,strided,16,1150336,6393856,5.558250806720819,35903,14049
Intel_11gen,strided,64,329792,6393856,19.38754123811372,45920,4032
Intel_8gen,skew,32,4167680,6400000,1.5356265356265357,1074,48926
Intel_11gen,strided,32,1150336,6393856,5.558250806720819,35903,14049
Intel_11gen,skew,0,4278784,6400000,1.4957520641378486,0,50000
Intel_11gen,strided,128,329792,6393856,19.38754123811372,45920,4032
Intel_11gen,blurred,1,5805696,6400000,1.102365676742289,437,49563
Intel_11gen,random,32,4039424,6400000,1.584384308257811,387,49613
Intel_11gen,blurred,4,5658880,6400000,1.130965844831486,1753,48247
Intel_11gen,skew,32,4187904,6400000,1.5282107708295127,1161,48839
Intel_11gen,skew,1,4277504,6400000,1.4961996528816806,44,49956
Intel_11gen,blurred,8,5463360,6400000,1.1714402858314297,3421,46579
Uncompressed,skew,128,5869568,6400000,1.0903698534542916,4144,45856
Intel_11gen,skew,4,4277632,6400000,1.4961548819533799,143,49857
Intel_8gen,random,64,4003072,6400000,1.5987721429941806,808,49192
Intel_11gen,skew,8,4260352,6400000,1.5022232904698956,290,49710
Intel_11gen,strided,256,329792,6393856,19.38754123811372,45920,4032
Uncompressed,random,128,6189312,6400000,1.0340406171154404,1646,48354
Intel_11gen,blurred,256,134272,6400000,47.66444232602478,48767,1233
Intel_8gen,skew,64,4070080,6400000,1.5724506643604057,2154,47846
Intel_11gen,skew,16,4228288,6400000,1.51361496662479,543,49457
Intel_11gen,blurred,32,4322496,6400000,1.4806260086764684,13293,36707
Intel_11gen,random,64,3994816,6400000,1.6020762908729713,841,49159
Intel_11gen,blurred,128,1102272,6400000,5.80618939789816,40483,9517
Intel_11gen,skew,64,4082496,6400000,1.5676684067785982,2112,47888
