Algorithm,Pattern,Cache Size,Bytes Sent,Total Bytes,Compression Ratio,Hits,Misses,Image
Mali,random,0,933111,3200000,3.429388357869535,0,50000,7.2.01
Mali,random,1,932704,3200000,3.430884825196418,1,49999,7.2.01
Mali,periodic,0,933310,3200000,3.4286571450000536,0,50000,7.2.01
Mali,random,4,932561,3200000,3.431410921108646,2,49998,7.2.01
Mali,random,16,932948,3200000,3.4299875234203836,7,49993,7.2.01
Mali,random,8,933149,3200000,3.429248705190704,2,49998,7.2.01
Mali,strided,0,931588,3196928,3.431697273902197,0,49952,7.2.01
Mali,strided,1,931588,3196928,3.431697273902197,0,49952,7.2.01
Mali,random,32,931930,3200000,3.4337342933482127,24,49976,7.2.01
Mali,random,64,931928,3200000,3.433741662446026,52,49948,7.2.01
Mali,strided,8,931588,3196928,3.431697273902197,0,49952,7.2.01
Mali,strided,4,931588,3196928,3.431697273902197,0,49952,7.2.01
Mali,blurred,0,990687,3200000,3.2300817513503257,0,50000,7.2.01
Mali,strided,16,931588,3196928,3.431697273902197,0,49952,7.2.01
Mali,random,128,930845,3200000,3.4377366801132303,101,49899,7.2.01
Mali,strided,32,931588,3196928,3.431697273902197,0,49952,7.2.01
Mali,blurred,1,989457,3200000,3.234097085573198,32,49968,7.2.01
Mali,strided,64,931588,3196928,3.431697273902197,0,49952,7.2.01
Mali,blurred,4,987974,3200000,3.2389516323304055,83,49917,7.2.01
Mali,blurred,32,974361,3200000,3.284203698629153,792,49208,7.2.01
Mali,blurred,8,986191,3200000,3.244807547422355,199,49801,7.2.01
Mali,blurred,16,982193,3200000,3.258015481682317,402,49598,7.2.01
Mali,blurred,64,957299,3200000,3.3427382667275323,1660,48340,7.2.01
Mali,strided,128,931588,3196928,3.431697273902197,0,49952,7.2.01
Mali,blurred,128,927397,3200000,3.4505179550936655,3149,46851,7.2.01
Mali,random,256,928656,3200000,3.445840009648352,219,49781,7.2.01
Mali,blurred,256,868472,3200000,3.6846323197523927,6124,43876,7.2.01
Mali,skew,0,931090,3200000,3.4368321000118143,0,50000,7.2.01
Mali,skew,1,930448,3200000,3.4392034804739224,4,49996,7.2.01
Mali,skew,4,930083,3200000,3.440553154933484,15,49985,7.2.01
Mali,skew,16,929776,3200000,3.441689181050059,38,49962,7.2.01
Mali,skew,8,929865,3200000,3.441359767278046,18,49982,7.2.01
Mali,strided,256,931588,3196928,3.431697273902197,0,49952,7.2.01
Mali,skew,32,929528,3200000,3.4426074308681396,68,49932,7.2.01
Mali,skew,64,927362,3200000,3.450648182694568,164,49836,7.2.01
Mali,skew,128,924675,3200000,3.4606753724281503,310,49690,7.2.01
Mali,skew,256,919331,3200000,3.4807920107121375,626,49374,7.2.01
Uncompressed,periodic,0,425984,425984,1.0,0,3328,4.1.03
Uncompressed,periodic,1,279040,425984,1.526605504587156,1148,2180,4.1.03
Uncompressed,periodic,4,279040,425984,1.526605504587156,1148,2180,4.1.03
Uncompressed,periodic,8,279040,425984,1.526605504587156,1148,2180,4.1.03
Uncompressed,periodic,16,279040,425984,1.526605504587156,1148,2180,4.1.03
Uncompressed,periodic,32,279040,425984,1.526605504587156,1148,2180,4.1.03
Uncompressed,periodic,64,279040,425984,1.526605504587156,1148,2180,4.1.03
Uncompressed,periodic,128,279040,425984,1.526605504587156,1148,2180,4.1.03
Uncompressed,strided,0,6393856,6393856,1.0,0,49952,4.1.03
Uncompressed,random,0,6400000,6400000,1.0,0,50000,4.1.03
Uncompressed,strided,1,1798272,6393856,3.5555555555555554,35903,14049,4.1.03
Uncompressed,periodic,256,279040,425984,1.526605504587156,1148,2180,4.1.03
Uncompressed,skew,0,6400000,6400000,1.0,0,50000,4.1.03
Uncompressed,strided,4,1798272,6393856,3.5555555555555554,35903,14049,4.1.03
Uncompressed,strided,8,1798272,6393856,3.5555555555555554,35903,14049,4.1.03
Uncompressed,blurred,0,6400000,6400000,1.0,0,50000,4.1.03
Uncompressed,strided,16,1798272,6393856,3.5555555555555554,35903,14049,4.1.03
Uncompressed,random,1,6397440,6400000,1.0004001600640255,20,49980,4.1.03
Uncompressed,strided,64,516096,6393856,12.38888888888889,45920,4032,4.1.03
Uncompressed,skew,1,6395008,6400000,1.0007806088749225,39,49961,4.1.03
Uncompressed,random,4,6393984,6400000,1.0009408844313654,47,49953,4.1.03
Uncompressed,strided,32,1798272,6393856,3.5555555555555554,35903,14049,4.1.03
Uncompressed,blurred,1,6348928,6400000,1.0080441926574062,399,49601,4.1.03
Uncompressed,skew,4,6381184,6400000,1.002948669087116,147,49853,4.1.03
Uncompressed,blurred,4,6163968,6400000,1.0382922169615416,1844,48156,4.1.03
Uncompressed,random,8,6387328,6400000,1.001983928177792,99,49901,4.1.03
Uncompressed,strided,128,516096,6393856,12.38888888888889,45920,4032,4.1.03
Uncompressed,skew,8,6364544,6400000,1.005570862578686,277,49723,4.1.03
Uncompressed,blurred,8,5953792,6400000,1.0749451777959325,3486,46514,4.1.03
Uncompressed,random,16,6370432,6400000,1.004641443468826,231,49769,4.1.03
Uncompressed,blurred,16,5525376,6400000,1.1582922139597378,6833,43167,4.1.03
Uncompressed,blurred,256,155136,6400000,41.254125412541256,48788,1212,4.1.03
Uncompressed,skew,16,6326016,6400000,1.011695196471207,578,49422,4.1.03
Uncompressed,strided,256,516096,6393856,12.38888888888889,45920,4032,4.1.03
Uncompressed,blurred,32,4690944,6400000,1.3643309321108927,13352,36648,4.1.03
Uncompressed,blurred,128,1233280,6400000,5.1894135962636225,40365,9635,4.1.03
Uncompressed,random,32,6349312,6400000,1.0079832271591,396,49604,4.1.03
Intel_8gen,periodic,0,274432,425984,1.5522388059701493,0,3328,4.1.03
Intel_8gen,periodic,1,181056,425984,2.3527748320961472,1148,2180,4.1.03
Intel_8gen,periodic,4,181056,425984,2.3527748320961472,1148,2180,4.1.03
Intel_8gen,periodic,8,181056,425984,2.3527748320961472,1148,2180,4.1.03
Uncompressed,skew,32,6256512,6400000,1.0229341844145747,1121,48879,4.1.03
Intel_8gen,periodic,16,181056,425984,2.3527748320961472,1148,2180,4.1.03
Uncompressed,blurred,64,3204736,6400000,1.9970443743259976,24963,25037,4.1.03
Intel_8gen,periodic,32,181056,425984,2.3527748320961472,1148,2180,4.1.03
Intel_8gen,periodic,64,181056,425984,2.3527748320961472,1148,2180,4.1.03
Intel_8gen,periodic,128,181056,425984,2.3527748320961472,1148,2180,4.1.03
Intel_8gen,strided,0,4069568,6393856,1.5711387547769198,0,49952,4.1.03
Intel_8gen,periodic,256,181056,425984,2.3527748320961472,1148,2180,4.1.03
Intel_8gen,strided,1,1150976,6393856,5.555160142348755,35903,14049,4.1.03
Intel_8gen,random,0,4087296,6400000,1.5658273831892773,0,50000,4.1.03
Intel_8gen,strided,4,1150976,6393856,5.555160142348755,35903,14049,4.1.03
Intel_8gen,blurred,0,5862592,6400000,1.0916673034725937,0,50000,4.1.03
Intel_8gen,strided,8,1150976,6393856,5.555160142348755,35903,14049,4.1.03
Intel_8gen,skew,0,4292352,6400000,1.491024035307449,0,50000,4.1.03
Intel_8gen,strided,16,1150976,6393856,5.555160142348755,35903,14049,4.1.03
Intel_8gen,strided,64,329984,6393856,19.376260667183864,45920,4032,4.1.03
Intel_11gen,random,0,4069440,6400000,1.5726979633561375,0,50000,4.1.03
Intel_8gen,random,1,4068864,6400000,1.572920598968164,11,49989,4.1.03
Intel_8gen,strided,32,1150976,6393856,5.555160142348755,35903,14049,4.1.03
Intel_8gen,blurred,1,5813120,6400000,1.100957833314984,425,49575,4.1.03
Intel_8gen,random,4,4067968,6400000,1.5732670463484473,38,49962,4.1.03
Intel_8gen,blurred,4,5648896,6400000,1.1329647421372246,1809,48191,4.1.03
Uncompressed,random,64,6300672,6400000,1.0157646676418008,776,49224,4.1.03
Intel_8gen,strided,128,329984,6393856,19.376260667183864,45920,4032,4.1.03
Intel_8gen,skew,1,4287424,6400000,1.492737830454837,41,49959,4.1.03
Uncompressed,skew,64,6129152,6400000,1.0441901261381672,2116,47884,4.1.03
Intel_11gen,random,1,4077312,6400000,1.5696615809631445,21,49979,4.1.03
Intel_11gen,periodic,0,273984,425984,1.5547769212800748,0,3328,4.1.03
Intel_8gen,random,8,4061952,6400000,1.5755971513203504,89,49911,4.1.03
Intel_11gen,periodic,1,180800,425984,2.3561061946902653,1148,2180,4.1.03
Intel_8gen,blurred,8,5466368,6400000,1.1707956727391935,3448,46552,4.1.03
Intel_8gen,skew,4,4278720,6400000,1.495774437214868,147,49853,4.1.03
Intel_11gen,random,4,4072960,6400000,1.5713387806411063,44,49956,4.1.03
Intel_11gen,periodic,4,180800,425984,2.3561061946902653,1148,2180,4.1.03
Intel_11gen,periodic,64,180800,425984,2.3561061946902653,1148,2180,4.1.03
Intel_11gen,periodic,8,180800,425984,2.3561061946902653,1148,2180,4.1.03
Intel_11gen,periodic,16,180800,425984,2.3561061946902653,1148,2180,4.1.03
Intel_8gen,blurred,16,5048448,6400000,1.267716335792703,6971,43029,4.1.03
Intel_11gen,periodic,32,180800,425984,2.3561061946902653,1148,2180,4.1.03
Intel_8gen,skew,8,4256960,6400000,1.5034202811395925,264,49736,4.1.03
Intel_8gen,random,16,4057216,6400000,1.5774363504432596,196,49804,4.1.03
Intel_8gen,blurred,256,137600,6400000,46.51162790697674,48731,1269,4.1.03
Intel_11gen,periodic,128,180800,425984,2.3561061946902653,1148,2180,4.1.03
Intel_8gen,strided,256,329984,6393856,19.376260667183864,45920,4032,4.1.03
Intel_11gen,strided,0,4068928,6393856,1.5713858785409818,0,49952,4.1.03
Intel_11gen,periodic,256,180800,425984,2.3561061946902653,1148,2180,4.1.03
Intel_11gen,random,8,4062848,6400000,1.5752496770738162,102,49898,4.1.03
Intel_8gen,blurred,32,4293760,6400000,1.4905351021016544,13462,36538,4.1.03
Intel_11gen,strided,1,1150336,6393856,5.558250806720819,35903,14049,4.1.03
Intel_8gen,skew,16,4227328,6400000,1.5139586992066856,584,49416,4.1.03
Intel_8gen,blurred,128,1091392,6400000,5.8640708379757225,40579,9421,4.1.03
Intel_11gen,strided,4,1150336,6393856,5.558250806720819,35903,14049,4.1.03
Intel_11gen,blurred,16,5089728,6400000,1.2574345819658732,6719,43281,4.1.03
Intel_11gen,strided,8,1150336,6393856,5.558250806720819,35903,14049,4.1.03
Intel_8gen,random,32,4042944,6400000,1.5830048598249196,450,49550,4.1.03
Intel_11gen,random,16,4064320,6400000,1.574679159121329,190,49810,4.1.03
Intel_8gen,blurred,64,2976320,6400000,2.15030641866466,24735,25265,4.1.03
Intel_11gen,blurred,0,5863168,6400000,1.0915600576343711,0,50000,4.1.03
Intel_11gen,strided,16,1150336,6393856,5.558250806720819,35903,14049,4.1.03
Intel_11gen,strided,64,329792,6393856,19.38754123811372,45920,4032,4.1.03
Intel_8gen,skew,32,4167680,6400000,1.5356265356265355,1074,48926,4.1.03
Intel_11gen,strided,32,1150336,6393856,5.558250806720819,35903,14049,4.1.03
Intel_11gen,skew,0,4278784,6400000,1.4957520641378486,0,50000,4.1.03
Intel_11gen,strided,128,329792,6393856,19.38754123811372,45920,4032,4.1.03
Intel_11gen,blurred,1,5805696,6400000,1.102365676742289,437,49563,4.1.03
Intel_11gen,random,32,4039424,6400000,1.584384308257811,387,49613,4.1.03
Intel_11gen,blurred,4,5658880,6400000,1.130965844831486,1753,48247,4.1.03
Intel_11gen,skew,32,4187904,6400000,1.5282107708295127,1161,48839,4.1.03
Intel_11gen,skew,1,4277504,6400000,1.4961996528816806,44,49956,4.1.03
Intel_11gen,blurred,8,5463360,6400000,1.1714402858314297,3421,46579,4.1.03
Uncompressed,skew,128,5869568,6400000,1.0903698534542916,4144,45856,4.1.03
Intel_11gen,skew,4,4277632,6400000,1.49615488195338,143,49857,4.1.03
Intel_8gen,random,64,4003072,6400000,1.5987721429941806,808,49192,4.1.03
Intel_11gen,skew,8,4260352,6400000,1.5022232904698956,290,49710,4.1.03
Intel_11gen,strided,256,329792,6393856,19.38754123811372,45920,4032,4.1.03
Uncompressed,random,128,6189312,6400000,1.0340406171154404,1646,48354,4.1.03
Intel_11gen,blurred,256,134272,6400000,47.66444232602478,48767,1233,4.1.03
Intel_8gen,skew,64,4070080,6400000,1.5724506643604057,2154,47846,4.1.03
Intel_11gen,skew,16,4228288,6400000,1.51361496662479,543,49457,4.1.03
Intel_11gen,blurred,32,4322496,6400000,1.4806260086764684,13293,36707,4.1.03
Intel_11gen,random,64,3994816,6400000,1.602076290872971,841,49159,4.1.03
Intel_11gen,blurred,128,1102272,6400000,5.80618939789816,40483,9517,4.1.03
Intel_11gen,skew,64,4082496,6400000,1.5676684067785982,2112,47888,4.1.03
Intel_11gen,blurred,64,2980992,6400000,2.146936321868693,24643,25357,4.1.03
Mali,periodic,1,59901,212992,3.555733627151467,1148,2180,4.1.03
Mali,periodic,4,59901,212992,3.555733627151467,1148,2180,4.1.03
Mali,periodic,8,59901,212992,3.555733627151467,1148,2180,4.1.03
Mali,periodic,16,59901,212992,3.555733627151467,1148,2180,4.1.03
Mali,periodic,32,59901,212992,3.555733627151467,1148,2180,4.1.03
Mali,periodic,64,59901,212992,3.555733627151467,1148,2180,4.1.03
Intel_8gen,random,128,3939840,6400000,1.6244314489928524,1615,48385,4.1.03
Mali,periodic,128,59901,212992,3.555733627151467,1148,2180,4.1.03
Mali,periodic,256,59901,212992,3.555733627151467,1148,2180,4.1.03
Intel_8gen,skew,128,3877952,6400000,1.650355651642929,4113,45887,4.1.03
Mali,blurred,256,39378,3200000,81.26364975366957,48727,1273,4.1.03
Intel_11gen,random,128,3935424,6400000,1.6262542485892244,1665,48335,4.1.03
Mali,periodic,0,91268,212992,2.3336985580926504,0,3328,4.1.03
Uncompressed,skew,256,5421696,6400000,1.1804424298226976,7643,42357,4.1.03
Uncompressed,random,256,5991040,6400000,1.0682619378271552,3195,46805,4.1.03
Intel_11gen,skew,128,3877632,6400000,1.650491846570278,4085,45915,4.1.03
Mali,strided,64,110859,3196928,28.83778493401528,45920,4032,4.1.03
Intel_8gen,skew,256,3507200,6400000,1.8248175182481752,7793,42207,4.1.03
Mali,strided,128,110859,3196928,28.83778493401528,45920,4032,4.1.03
Intel_8gen,random,256,3818368,6400000,1.6761087459354362,3137,46863,4.1.03
Intel_11gen,skew,256,3514688,6400000,1.8209297667388968,7786,42214,4.1.03
Mali,strided,256,110859,3196928,28.83778493401528,45920,4032,4.1.03
Intel_11gen,random,256,3811072,6400000,1.6793175253576946,3229,46771,4.1.03
Mali,blurred,128,301441,3200000,10.615676036106567,40517,9483,4.1.03
Mali,strided,1,386542,3196928,8.270583791670763,35903,14049,4.1.03
Mali,strided,4,386542,3196928,8.270583791670763,35903,14049,4.1.03
Mali,strided,16,386542,3196928,8.270583791670763,35903,14049,4.1.03
Mali,strided,8,386542,3196928,8.270583791670763,35903,14049,4.1.03
Mali,strided,32,386542,3196928,8.270583791670763,35903,14049,4.1.03
Mali,blurred,64,807585,3200000,3.962431199192655,24970,25030,4.1.03
Mali,blurred,32,1181696,3200000,2.7079722703639515,13395,36605,4.1.03
Mali,blurred,16,1387934,3200000,2.305585135892629,6939,43061,4.1.03
Mali,blurred,8,1497612,3200000,2.1367350154779743,3523,46477,4.1.03
Mali,skew,256,1156680,3200000,2.7665387142511326,7758,42242,4.1.03
Mali,blurred,4,1560359,3200000,2.0508101020342115,1608,48392,4.1.03
Mali,random,0,1368632,3200000,2.338101111182553,0,50000,4.1.03
Mali,blurred,0,1610248,3200000,1.9872715258767593,0,50000,4.1.03
Mali,random,1,1367923,3200000,2.3393129584048227,20,49980,4.1.03
Mali,skew,128,1261035,3200000,2.5375980841134465,4073,45927,4.1.03
Mali,strided,0,1368563,3196928,2.3359743029732645,0,49952,4.1.03
Mali,skew,0,1379673,3200000,2.319390174338412,0,50000,4.1.03
Mali,random,8,1367920,3200000,2.3393180887771217,91,49909,4.1.03
Mali,blurred,1,1596717,3200000,2.004112187695127,475,49525,4.1.03
Mali,random,32,1358696,3200000,2.3551993970689544,387,49613,4.1.03
Mali,skew,32,1345835,3200000,2.3777060338005773,1171,48829,4.1.03
Mali,skew,8,1372444,3200000,2.331606972670652,272,49728,4.1.03
Mali,random,64,1347151,3200000,2.3753833089237957,770,49230,4.1.03
Mali,skew,64,1320009,3200000,2.424225895429501,2069,47931,4.1.03
Mali,random,4,1368621,3200000,2.3381199031726094,53,49947,4.1.03
Mali,random,16,1363292,3200000,2.347259427914196,195,49805,4.1.03
Mali,skew,4,1376297,3200000,2.3250795431509332,153,49847,4.1.03
Mali,skew,16,1363982,3200000,2.3460720156131094,580,49420,4.1.03
Mali,skew,1,1379821,3200000,2.3191413958767115,37,49963,4.1.03
Mali,random,128,1324227,3200000,2.4165041190067864,1659,48341,4.1.03
Mali,random,256,1278442,3200000,2.503046677127316,3296,46704,4.1.03
Uncompressed,periodic,0,1703936,1703936,1.0,0,13312,ruler.512
Uncompressed,periodic,1,1124992,1703936,1.5146205484127888,4523,8789,ruler.512
Uncompressed,periodic,4,1124992,1703936,1.5146205484127888,4523,8789,ruler.512
Uncompressed,strided,0,6393856,6393856,1.0,0,49952,ruler.512
Uncompressed,periodic,8,1124992,1703936,1.5146205484127888,4523,8789,ruler.512
Uncompressed,periodic,16,1124992,1703936,1.5146205484127888,4523,8789,ruler.512
Uncompressed,random,0,6400000,6400000,1.0,0,50000,ruler.512
Uncompressed,periodic,32,1124992,1703936,1.5146205484127888,4523,8789,ruler.512
Uncompressed,skew,0,6400000,6400000,1.0,0,50000,ruler.512
Uncompressed,strided,1,3625088,6393856,1.763779527559055,21631,28321,ruler.512
Uncompressed,blurred,0,6400000,6400000,1.0,0,50000,ruler.512
Uncompressed,strided,4,3625088,6393856,1.763779527559055,21631,28321,ruler.512
Uncompressed,periodic,64,1124992,1703936,1.5146205484127888,4523,8789,ruler.512
Uncompressed,strided,8,3625088,6393856,1.763779527559055,21631,28321,ruler.512
Uncompressed,random,1,6399360,6400000,1.000100010001,5,49995,ruler.512
Uncompressed,skew,1,6398208,6400000,1.000280078421958,14,49986,ruler.512
Uncompressed,random,4,6398208,6400000,1.000280078421958,14,49986,ruler.512
Uncompressed,blurred,1,6389504,6400000,1.0016426940181895,82,49918,ruler.512
Uncompressed,strided,16,3625088,6393856,1.763779527559055,21631,28321,ruler.512
Uncompressed,skew,4,6394368,6400000,1.0008807750820723,44,49956,ruler.512
Uncompressed,blurred,4,6347008,6400000,1.0083491308030492,414,49586,ruler.512
Uncompressed,random,8,6397824,6400000,1.0003401156393177,17,49983,ruler.512
Uncompressed,periodic,128,1124992,1703936,1.5146205484127888,4523,8789,ruler.512
Uncompressed,skew,8,6388224,6400000,1.0018433918409877,92,49908,ruler.512
Uncompressed,blurred,8,6299264,6400000,1.0159917095076505,787,49213,ruler.512
Uncompressed,strided,32,3625088,6393856,1.763779527559055,21631,28321,ruler.512
Uncompressed,random,16,6394496,6400000,1.0008607402366034,43,49957,ruler.512
Uncompressed,skew,16,6378880,6400000,1.0033109260559847,165,49835,ruler.512
Uncompressed,blurred,16,6189696,6400000,1.033976466695618,1643,48357,ruler.512
Uncompressed,periodic,256,1124992,1703936,1.5146205484127888,4523,8789,ruler.512
Uncompressed,strided,64,3625088,6393856,1.763779527559055,21631,28321,ruler.512
Uncompressed,random,32,6389120,6400000,1.0017028949213662,85,49915,ruler.512
Uncompressed,blurred,32,5986944,6400000,1.0689927949885618,3227,46773,ruler.512
Uncompressed,skew,32,6362368,6400000,1.0059147788999316,294,49706,ruler.512
Uncompressed,strided,128,2080768,6393856,3.072834645669291,33696,16256,ruler.512
Uncompressed,blurred,64,5592448,6400000,1.144400448604976,6309,43691,ruler.512
Uncompressed,skew,64,6325888,6400000,1.011715667428826,579,49421,ruler.512
Uncompressed,random,64,6374400,6400000,1.0040160642570282,200,49800,ruler.512
Intel_8gen,periodic,0,1339776,1703936,1.2718066303620903,0,13312,ruler.512
Intel_8gen,periodic,1,886912,1703936,1.9212007504690432,4523,8789,ruler.512
Intel_8gen,periodic,4,886912,1703936,1.9212007504690432,4523,8789,ruler.512
Intel_8gen,periodic,8,886912,1703936,1.9212007504690432,4523,8789,ruler.512
Uncompressed,strided,256,2080768,6393856,3.072834645669291,33696,16256,ruler.512
Intel_8gen,periodic,16,886912,1703936,1.9212007504690432,4523,8789,ruler.512
Intel_8gen,random,0,5046720,6400000,1.2681504026377528,0,50000,ruler.512
Intel_8gen,strided,0,5071360,6393856,1.2607773851590105,0,49952,ruler.512
Intel_8gen,periodic,32,886912,1703936,1.9212007504690432,4523,8789,ruler.512
Intel_8gen,strided,1,2876032,6393856,2.223151898170813,21631,28321,ruler.512
Intel_8gen,random,1,5032832,6400000,1.2716498385004704,4,49996,ruler.512
Intel_8gen,periodic,64,886912,1703936,1.9212007504690432,4523,8789,ruler.512
Intel_8gen,strided,4,2876032,6393856,2.223151898170813,21631,28321,ruler.512
Intel_8gen,blurred,0,4521472,6400000,1.415468236892764,0,50000,ruler.512
Intel_8gen,strided,8,2876032,6393856,2.223151898170813,21631,28321,ruler.512
Intel_8gen,skew,0,5179904,6400000,1.2355441336364534,0,50000,ruler.512
Intel_8gen,random,4,5037888,6400000,1.2703736168807247,8,49992,ruler.512
Uncompressed,blurred,128,4819840,6400000,1.327844907714779,12345,37655,ruler.512
Intel_8gen,random,8,5043392,6400000,1.2689872212986817,22,49978,ruler.512
Intel_8gen,strided,16,2876032,6393856,2.223151898170813,21631,28321,ruler.512
Intel_8gen,periodic,128,886912,1703936,1.9212007504690432,4523,8789,ruler.512
Intel_8gen,skew,1,5167296,6400000,1.2385588129652336,8,49992,ruler.512
Intel_8gen,blurred,1,4523520,6400000,1.414827391058291,81,49919,ruler.512
Intel_8gen,blurred,4,4492352,6400000,1.4246434829683872,414,49586,ruler.512
Intel_8gen,random,16,5038208,6400000,1.2702929295495542,55,49945,ruler.512
Intel_8gen,skew,4,5167744,6400000,1.238451440319025,36,49964,ruler.512
Intel_8gen,blurred,8,4455744,6400000,1.4363482282644604,827,49173,ruler.512
Intel_8gen,skew,8,5164992,6400000,1.2391113093689206,73,49927,ruler.512
Intel_8gen,strided,32,2876032,6393856,2.223151898170813,21631,28321,ruler.512
Uncompressed,skew,128,6249344,6400000,1.0241074903221845,1177,48823,ruler.512
Uncompressed,random,128,6349824,6400000,1.0079019512981775,392,49608,ruler.512
Intel_8gen,blurred,16,4389312,6400000,1.458087281104647,1606,48394,ruler.512
Intel_8gen,skew,16,5165632,6400000,1.2389577887081389,129,49871,ruler.512
Intel_8gen,random,32,5030976,6400000,1.2721189685659402,98,49902,ruler.512
Intel_8gen,periodic,256,886912,1703936,1.9212007504690432,4523,8789,ruler.512
Intel_8gen,blurred,32,4234112,6400000,1.5115329967653195,3179,46821,ruler.512
Intel_8gen,strided,128,1635328,6393856,3.9098309329993737,33696,16256,ruler.512
Uncompressed,blurred,256,3420672,6400000,1.870977398593025,23276,26724,ruler.512
Intel_11gen,random,0,5039552,6400000,1.269954154655017,0,50000,ruler.512
Intel_8gen,skew,32,5142528,6400000,1.2445240939864597,290,49710,ruler.512
Intel_8gen,strided,64,2876032,6393856,2.223151898170813,21631,28321,ruler.512
Intel_11gen,random,1,5044992,6400000,1.26858476683412,2,49998,ruler.512
Intel_8gen,random,64,5029056,6400000,1.2726046399165172,181,49819,ruler.512
Intel_11gen,random,4,5044736,6400000,1.2686491423931798,6,49994,ruler.512
Intel_8gen,blurred,64,3948672,6400000,1.6207980809750722,6459,43541,ruler.512
Intel_8gen,skew,64,5114688,6400000,1.2512982219052269,568,49432,ruler.512
Intel_11gen,random,8,5035136,6400000,1.271067951292676,24,49976,ruler.512
Intel_11gen,periodic,1,886912,1703936,1.9212007504690432,4523,8789,ruler.512
Intel_11gen,periodic,4,886912,1703936,1.9212007504690432,4523,8789,ruler.512
Intel_11gen,random,16,5023744,6400000,1.2739502649816552,54,49946,ruler.512
Intel_11gen,periodic,0,1339776,1703936,1.2718066303620903,0,13312,ruler.512
Intel_11gen,periodic,8,886912,1703936,1.9212007504690432,4523,8789,ruler.512
Intel_11gen,periodic,16,886912,1703936,1.9212007504690432,4523,8789,ruler.512
Intel_11gen,random,32,5018176,6400000,1.2753637975232437,90,49910,ruler.512
Intel_11gen,strided,0,5071360,6393856,1.2607773851590105,0,49952,ruler.512
Intel_8gen,blurred,128,3390080,6400000,1.8878610534264677,12372,37628,ruler.512
Intel_11gen,periodic,32,886912,1703936,1.9212007504690432,4523,8789,ruler.512
Intel_8gen,strided,256,1635328,6393856,3.9098309329993737,33696,16256,ruler.512
Intel_11gen,periodic,64,886912,1703936,1.9212007504690432,4523,8789,ruler.512
Intel_11gen,strided,1,2876032,6393856,2.223151898170813,21631,28321,ruler.512
Intel_11gen,strided,8,2876032,6393856,2.223151898170813,21631,28321,ruler.512
Intel_11gen,periodic,128,886912,1703936,1.9212007504690432,4523,8789,ruler.512
Intel_8gen,random,128,4995584,6400000,1.2811314953366812,396,49604,ruler.512
Intel_11gen,blurred,0,4531968,6400000,1.4121900242896683,0,50000,ruler.512
Intel_11gen,strided,16,2876032,6393856,2.223151898170813,21631,28321,ruler.512
Intel_11gen,strided,4,2876032,6393856,2.223151898170813,21631,28321,ruler.512
Intel_8gen,skew,128,5040320,6400000,1.2697606501174528,1179,48821,ruler.512
Intel_11gen,random,64,5020288,6400000,1.2748272609061473,209,49791,ruler.512
Intel_11gen,blurred,1,4518848,6400000,1.4162901695299333,102,49898,ruler.512
Intel_11gen,skew,0,5177152,6400000,1.236200907371466,0,50000,ruler.512
Intel_11gen,blurred,4,4502912,6400000,1.4213024815941329,399,49601,ruler.512
Intel_11gen,strided,32,2876032,6393856,2.223151898170813,21631,28321,ruler.512
Uncompressed,skew,256,6114688,6400000,1.046660107596659,2229,47771,ruler.512
Intel_11gen,skew,1,5184704,6400000,1.2344002666304577,12,49988,ruler.512
Intel_11gen,blurred,8,4458752,6400000,1.435379227191824,819,49181,ruler.512
Uncompressed,random,256,6299136,6400000,1.016012354710233,788,49212,ruler.512
Intel_11gen,periodic,256,886912,1703936,1.9212007504690432,4523,8789,ruler.512
Intel_11gen,skew,4,5170816,6400000,1.2377156719558382,44,49956,ruler.512
Intel_11gen,strided,64,2876032,6393856,2.223151898170813,21631,28321,ruler.512
Intel_11gen,blurred,16,4391424,6400000,1.4573860324122654,1613,48387,ruler.512
Intel_11gen,skew,8,5179392,6400000,1.2356662712534598,72,49928,ruler.512
Intel_11gen,strided,128,1635328,6393856,3.9098309329993737,33696,16256,ruler.512
Intel_8gen,blurred,256,2419200,6400000,2.6455026455026456,23252,26748,ruler.512
Intel_11gen,skew,16,5157504,6400000,1.2409103318194228,138,49862,ruler.512
Intel_11gen,blurred,32,4234624,6400000,1.511350240304688,3287,46713,ruler.512
Intel_11gen,skew,32,5154816,6400000,1.241557409614621,258,49742,ruler.512
Intel_11gen,blurred,64,3946880,6400000,1.6215339711366954,6313,43687,ruler.512
Intel_11gen,random,128,4994240,6400000,1.2814762606522714,408,49592,ruler.512
Intel_11gen,skew,64,5108992,6400000,1.2526932905747357,584,49416,ruler.512
Intel_11gen,strided,256,1635328,6393856,3.9098309329993737,33696,16256,ruler.512
Intel_11gen,blurred,128,3392448,6400000,1.886543286735714,12438,37562,ruler.512
Intel_8gen,random,256,4954368,6400000,1.2917893866583992,814,49186,ruler.512
Intel_8gen,skew,256,4920512,6400000,1.3006776530572428,2232,47768,ruler.512
Intel_11gen,skew,128,5038464,6400000,1.270228387063994,1182,48818,ruler.512
Intel_11gen,blurred,256,2404736,6400000,2.661414808111992,23356,26644,ruler.512
Intel_11gen,random,256,4958784,6400000,1.290638995366606,787,49213,ruler.512
Intel_11gen,skew,256,4939264,6400000,1.2957396081683423,2114,47886,ruler.512
