Algorithm,Pattern,Cache Size,Bytes Sent,Total Bytes,Compression Ratio,Hits,Misses,Image
Uncompressed,skew,4,6393984,6400000,1.0009408844313654,47,49953,7.1.03
Uncompressed,blurred,4,6349824,6400000,1.0079019512981775,392,49608,7.1.03
Uncompressed,skew,8,6391168,6400000,1.0013819070317038,69,49931,7.1.03
Uncompressed,blurred,8,6297728,6400000,1.016239507327087,799,49201,7.1.03
Uncompressed,strided,32,3625088,6393856,1.763779527559055,21631,28321,7.1.03
Uncompressed,random,16,6392960,6400000,1.0011012113324658,55,49945,7.1.03
Uncompressed,blurred,16,6185600,6400000,1.0346611484738748,1675,48325,7.1.03
Uncompressed,skew,16,6384768,6400000,1.002385677913434,119,49881,7.1.03
Uncompressed,periodic,256,1124992,1703936,1.5146205484127888,4523,8789,7.1.03
Uncompressed,random,32,6386176,6400000,1.0021646756995108,108,49892,7.1.03
Uncompressed,strided,64,3625088,6393856,1.763779527559055,21631,28321,7.1.03
Uncompressed,blurred,32,5988480,6400000,1.0687186063909373,3215,46785,7.1.03
Uncompressed,skew,32,6362880,6400000,1.0058338362502517,290,49710,7.1.03
Uncompressed,strided,128,2080768,6393856,3.072834645669291,33696,16256,7.1.03
Intel_8gen,periodic,0,1655680,1703936,1.0291457286432162,0,13312,7.1.03
Intel_8gen,periodic,1,1093248,1703936,1.5585996955859969,4523,8789,7.1.03
Intel_8gen,periodic,4,1093248,1703936,1.5585996955859969,4523,8789,7.1.03
Intel_8gen,periodic,8,1093248,1703936,1.5585996955859969,4523,8789,7.1.03
Intel_8gen,periodic,16,1093248,1703936,1.5585996955859969,4523,8789,7.1.03
Intel_8gen,periodic,32,1093248,1703936,1.5585996955859969,4523,8789,7.1.03
Uncompressed,random,64,6373888,6400000,1.00409671459555,204,49796,7.1.03
Intel_8gen,strided,0,6218944,6393856,1.028125675355816,0,49952,7.1.03
Intel_8gen,random,0,6223360,6400000,1.0283833813245578,0,50000,7.1.03
Uncompressed,blurred,64,5593856,6400000,1.1441123976019405,6298,43702,7.1.03
Intel_8gen,periodic,64,1093248,1703936,1.5585996955859969,4523,8789,7.1.03
Intel_8gen,strided,1,3524224,6393856,1.8142592525333237,21631,28321,7.1.03
Intel_8gen,strided,4,3524224,6393856,1.8142592525333237,21631,28321,7.1.03
Uncompressed,skew,64,6330112,6400000,1.0110405629473855,546,49454,7.1.03
Intel_8gen,blurred,0,6020928,6400000,1.0629590654463896,0,50000,7.1.03
Intel_8gen,random,1,6221952,6400000,1.0286160998991956,1,49999,7.1.03
Intel_8gen,strided,8,3524224,6393856,1.8142592525333237,21631,28321,7.1.03
Intel_8gen,skew,0,6260736,6400000,1.0222440300948643,0,50000,7.1.03
Intel_8gen,random,4,6222592,6400000,1.0285103056732627,11,49989,7.1.03
Intel_8gen,strided,16,3524224,6393856,1.8142592525333237,21631,28321,7.1.03
Intel_8gen,periodic,128,1093248,1703936,1.5585996955859969,4523,8789,7.1.03
Intel_8gen,skew,1,6256192,6400000,1.022986506807975,11,49989,7.1.03
Intel_8gen,random,8,6221952,6400000,1.0286160998991956,24,49976,7.1.03
Intel_8gen,skew,4,6252224,6400000,1.023635749454914,30,49970,7.1.03
Intel_8gen,blurred,4,5973760,6400000,1.0713520462824084,396,49604,7.1.03
Intel_8gen,blurred,1,6016640,6400000,1.0637166258908626,104,49896,7.1.03
Uncompressed,strided,256,2080768,6393856,3.072834645669291,33696,16256,7.1.03
Intel_8gen,strided,32,3524224,6393856,1.8142592525333237,21631,28321,7.1.03
Intel_8gen,skew,8,6249792,6400000,1.0240340798541776,71,49929,7.1.03
Intel_8gen,blurred,8,5926912,6400000,1.0798203178991015,776,49224,7.1.03
Intel_8gen,random,16,6218496,6400000,1.0291877650158494,42,49958,7.1.03
Intel_8gen,blurred,16,5824960,6400000,1.09871999121024,1590,48410,7.1.03
Intel_8gen,skew,16,6243072,6400000,1.0251363431336369,165,49835,7.1.03
Uncompressed,blurred,128,4800640,6400000,1.3331555792560992,12495,37505,7.1.03
Intel_8gen,periodic,256,1093248,1703936,1.5585996955859969,4523,8789,7.1.03
Intel_8gen,random,32,6210880,6400000,1.0304497913339172,84,49916,7.1.03
Intel_8gen,strided,64,3524224,6393856,1.8142592525333237,21631,28321,7.1.03
Intel_8gen,blurred,32,5624064,6400000,1.1379671355091263,3302,46698,7.1.03
Intel_8gen,skew,32,6214784,6400000,1.029802483883591,326,49674,7.1.03
Intel_11gen,random,0,6227200,6400000,1.027749229188078,0,50000,7.1.03
Intel_8gen,strided,128,2022976,6393856,3.160618811098105,33696,16256,7.1.03
Uncompressed,skew,128,6244992,6400000,1.0248211687060609,1211,48789,7.1.03
Uncompressed,random,128,6349952,6400000,1.0078816343808583,391,49609,7.1.03
Intel_11gen,random,1,6224704,6400000,1.028161339077328,3,49997,7.1.03
Intel_8gen,random,64,6200000,6400000,1.032258064516129,172,49828,7.1.03
Intel_8gen,blurred,64,5259392,6400000,1.216870695319915,6284,43716,7.1.03
Intel_11gen,random,4,6221824,6400000,1.0286372613561554,12,49988,7.1.03
Uncompressed,blurred,256,3383296,6400000,1.8916464891041165,23568,26432,7.1.03
Intel_8gen,skew,64,6192448,6400000,1.0335169548456442,556,49444,7.1.03
Intel_11gen,periodic,0,1655680,1703936,1.0291457286432162,0,13312,7.1.03
Intel_11gen,random,8,6216128,6400000,1.0295798284720006,29,49971,7.1.03
Intel_11gen,periodic,1,1093248,1703936,1.5585996955859969,4523,8789,7.1.03
Intel_11gen,periodic,4,1093248,1703936,1.5585996955859969,4523,8789,7.1.03
Intel_8gen,strided,256,2022976,6393856,3.160618811098105,33696,16256,7.1.03
Intel_11gen,periodic,8,1093248,1703936,1.5585996955859969,4523,8789,7.1.03
Intel_11gen,random,16,6212416,6400000,1.030195015916513,63,49937,7.1.03
Intel_11gen,strided,0,6218944,6393856,1.028125675355816,0,49952,7.1.03
Intel_11gen,periodic,16,1093248,1703936,1.5585996955859969,4523,8789,7.1.03
Intel_11gen,periodic,32,1093248,1703936,1.5585996955859969,4523,8789,7.1.03
Intel_11gen,periodic,64,1093248,1703936,1.5585996955859969,4523,8789,7.1.03
Intel_11gen,strided,4,3524224,6393856,1.8142592525333237,21631,28321,7.1.03
Intel_11gen,strided,1,3524224,6393856,1.8142592525333237,21631,28321,7.1.03
Intel_11gen,strided,8,3524224,6393856,1.8142592525333237,21631,28321,7.1.03
Intel_11gen,random,32,6212288,6400000,1.0302162423892776,103,49897,7.1.03
Intel_11gen,strided,16,3524224,6393856,1.8142592525333237,21631,28321,7.1.03
Intel_11gen,blurred,0,6021248,6400000,1.062902574350035,0,50000,7.1.03
Intel_8gen,blurred,128,4538816,6400000,1.4100593634992034,12287,37713,7.1.03
Intel_11gen,skew,0,6261696,6400000,1.022087306697738,0,50000,7.1.03
Intel_11gen,blurred,1,6004672,6400000,1.0658367351289129,126,49874,7.1.03
Intel_11gen,strided,32,3524224,6393856,1.8142592525333237,21631,28321,7.1.03
Intel_11gen,blurred,4,5965312,6400000,1.0728692816067291,427,49573,7.1.03
Intel_11gen,periodic,128,1093248,1703936,1.5585996955859969,4523,8789,7.1.03
Intel_11gen,skew,1,6256640,6400000,1.02291325695581,5,49995,7.1.03
Intel_11gen,blurred,8,5930304,6400000,1.0792026850562804,828,49172,7.1.03
Intel_8gen,random,128,6169024,6400000,1.037441254888942,444,49556,7.1.03
Intel_11gen,skew,4,6256832,6400000,1.022881867373137,37,49963,7.1.03
Intel_11gen,periodic,256,1093248,1703936,1.5585996955859969,4523,8789,7.1.03
Intel_11gen,skew,8,6251392,6400000,1.0237719855033889,59,49941,7.1.03
Intel_11gen,blurred,16,5829440,6400000,1.0978756106933083,1554,48446,7.1.03
Intel_11gen,strided,64,3524224,6393856,1.8142592525333237,21631,28321,7.1.03
Intel_8gen,skew,128,6112640,6400000,1.0470107842110774,1142,48858,7.1.03
Intel_11gen,random,64,6192960,6400000,1.0334315093267197,224,49776,7.1.03
Intel_11gen,strided,128,2022976,6393856,3.160618811098105,33696,16256,7.1.03
Intel_8gen,blurred,256,3218560,6400000,1.988466892026248,23166,26834,7.1.03
Intel_11gen,skew,16,6238784,6400000,1.0258409331049128,156,49844,7.1.03
Intel_11gen,blurred,32,5637056,6400000,1.1353444067257803,3116,46884,7.1.03
Intel_11gen,skew,32,6227648,6400000,1.0276752957135664,263,49737,7.1.03
Uncompressed,random,256,6294016,6400000,1.0168388513788336,828,49172,7.1.03
Uncompressed,skew,256,6116480,6400000,1.0463534581981793,2215,47785,7.1.03
Intel_11gen,blurred,64,5247552,6400000,1.21961630870928,6429,43571,7.1.03
Intel_11gen,strided,256,2022976,6393856,3.160618811098105,33696,16256,7.1.03
Intel_11gen,skew,64,6190080,6400000,1.0339123242349049,568,49432,7.1.03
Intel_11gen,random,128,6173056,6400000,1.0367636386256662,382,49618,7.1.03
Intel_11gen,blurred,128,4532224,6400000,1.412110257568911,12302,37698,7.1.03
Intel_8gen,random,256,6122880,6400000,1.0452597470471412,769,49231,7.1.03
Intel_11gen,blurred,256,3204992,6400000,1.9968848596189943,23287,26713,7.1.03
Intel_11gen,skew,128,6118016,6400000,1.0460907588342363,1130,48870,7.1.03
Intel_8gen,skew,256,5983040,6400000,1.0696903246510134,2167,47833,7.1.03
Intel_11gen,random,256,6118720,6400000,1.0459703990377072,790,49210,7.1.03
Intel_11gen,skew,256,5972608,6400000,1.0715586892694111,2250,47750,7.1.03
Mali,periodic,1,170211,851968,5.0053639306507804,4523,8789,7.1.03
Mali,periodic,4,170211,851968,5.0053639306507804,4523,8789,7.1.03
Mali,periodic,8,170211,851968,5.0053639306507804,4523,8789,7.1.03
Mali,periodic,32,170211,851968,5.0053639306507804,4523,8789,7.1.03
Mali,periodic,16,170211,851968,5.0053639306507804,4523,8789,7.1.03
Mali,periodic,64,170211,851968,5.0053639306507804,4523,8789,7.1.03
Mali,periodic,128,170211,851968,5.0053639306507804,4523,8789,7.1.03
Mali,periodic,256,170211,851968,5.0053639306507804,4523,8789,7.1.03
Mali,periodic,0,257823,851968,3.304468569522502,0,13312,7.1.03
Mali,strided,128,314844,3196928,10.154006428580503,33696,16256,7.1.03
Mali,strided,256,314844,3196928,10.154006428580503,33696,16256,7.1.03
Mali,strided,4,548526,3196928,5.8282159824693816,21631,28321,7.1.03
Mali,strided,1,548526,3196928,5.8282159824693816,21631,28321,7.1.03
Mali,strided,8,548526,3196928,5.8282159824693816,21631,28321,7.1.03
Mali,strided,16,548526,3196928,5.8282159824693816,21631,28321,7.1.03
Mali,strided,32,548526,3196928,5.8282159824693816,21631,28321,7.1.03
Mali,strided,64,548526,3196928,5.8282159824693816,21631,28321,7.1.03
Mali,blurred,256,520432,3200000,6.148737971531343,23243,26757,7.1.03
Mali,blurred,128,732692,3200000,4.367455902343686,12446,37554,7.1.03
Mali,blurred,64,850886,3200000,3.7607858161962944,6396,43604,7.1.03
Mali,random,0,968230,3200000,3.3049998450781324,0,50000,7.1.03
Mali,blurred,32,912503,3200000,3.5068377857387865,3290,46710,7.1.03
Mali,random,1,968439,3200000,3.304286589036584,4,49996,7.1.03
Mali,random,4,968601,3200000,3.3037339420463123,13,49987,7.1.03
Mali,strided,0,967573,3196928,3.3040690469866356,0,49952,7.1.03
Mali,random,8,968195,3200000,3.3051193199716997,29,49971,7.1.03
Mali,random,16,967100,3200000,3.3088615448247336,49,49951,7.1.03
Mali,blurred,16,944550,3200000,3.3878566513154413,1637,48363,7.1.03
Mali,blurred,0,976185,3200000,3.278067169645098,0,50000,7.1.03
Mali,blurred,4,968986,3200000,3.302421294012504,398,49602,7.1.03
Mali,skew,0,978434,3200000,3.2705322995725825,0,50000,7.1.03
Mali,blurred,8,962167,3200000,3.325825974077265,737,49263,7.1.03
Mali,blurred,1,974869,3200000,3.2824923143519795,118,49882,7.1.03
Mali,skew,1,978338,3200000,3.2708532225059233,6,49994,7.1.03
Mali,random,32,966669,3200000,3.3103368371179793,117,49883,7.1.03
Mali,skew,8,976739,3200000,3.2762078712941736,69,49931,7.1.03
Mali,skew,16,975438,3200000,3.2805775456769166,142,49858,7.1.03
Mali,skew,4,977476,3200000,3.273737667216382,35,49965,7.1.03
Mali,random,64,964917,3200000,3.3163474164099087,203,49797,7.1.03
Mali,skew,32,972589,3200000,3.290187324758968,301,49699,7.1.03
Mali,skew,64,967104,3200000,3.3088478591754353,566,49434,7.1.03
Mali,random,128,961284,3200000,3.328880955055946,365,49635,7.1.03
Mali,skew,128,955706,3200000,3.348310045139405,1171,48829,7.1.03
Mali,random,256,954351,3200000,3.3530640194226233,749,49251,7.1.03
Mali,skew,256,934479,3200000,3.4243680168307686,2231,47769,7.1.03
Uncompressed,periodic,0,1703936,1703936,1.0,0,13312,7.1.02
Uncompressed,periodic,1,1124992,1703936,1.5146205484127888,4523,8789,7.1.02
Uncompressed,periodic,4,1124992,1703936,1.5146205484127888,4523,8789,7.1.02
Uncompressed,periodic,8,1124992,1703936,1.5146205484127888,4523,8789,7.1.02
Uncompressed,periodic,16,1124992,1703936,1.5146205484127888,4523,8789,7.1.02
Uncompressed,strided,0,6393856,6393856,1.0,0,49952,7.1.02
Uncompressed,periodic,32,1124992,1703936,1.5146205484127888,4523,8789,7.1.02
Uncompressed,random,0,6400000,6400000,1.0,0,50000,7.1.02
Uncompressed,strided,1,3625088,6393856,1.763779527559055,21631,28321,7.1.02
Uncompressed,skew,0,6400000,6400000,1.0,0,50000,7.1.02
Uncompressed,periodic,64,1124992,1703936,1.5146205484127888,4523,8789,7.1.02
Uncompressed,blurred,0,6400000,6400000,1.0,0,50000,7.1.02
Uncompressed,strided,4,3625088,6393856,1.763779527559055,21631,28321,7.1.02
Uncompressed,strided,8,3625088,6393856,1.763779527559055,21631,28321,7.1.02
Uncompressed,random,1,6398976,6400000,1.0001600256040966,8,49992,7.1.02
Uncompressed,skew,1,6398976,6400000,1.0001600256040966,8,49992,7.1.02
Uncompressed,random,4,6398336,6400000,1.0002600676175806,13,49987,7.1.02
Uncompressed,strided,16,3625088,6393856,1.763779527559055,21631,28321,7.1.02
Uncompressed,blurred,1,6387200,6400000,1.002004008016032,100,49900,7.1.02
Uncompressed,periodic,128,1124992,1703936,1.5146205484127888,4523,8789,7.1.02
Uncompressed,skew,4,6396544,6400000,1.000540291757549,27,49973,7.1.02
Uncompressed,blurred,4,6341760,6400000,1.0091835704914724,455,49545,7.1.02
Uncompressed,random,8,6397312,6400000,1.0004201764741192,21,49979,7.1.02
Uncompressed,blurred,8,6294656,6400000,1.0167354657665169,823,49177,7.1.02
Uncompressed,skew,8,6391936,6400000,1.0012615896028996,63,49937,7.1.02
Uncompressed,strided,32,3625088,6393856,1.763779527559055,21631,28321,7.1.02
Uncompressed,random,16,6393856,6400000,1.0009609224855862,48,49952,7.1.02
Uncompressed,blurred,16,6203264,6400000,1.0317149165342632,1537,48463,7.1.02
Uncompressed,skew,16,6383616,6400000,1.002566570420276,128,49872,7.1.02
Uncompressed,periodic,256,1124992,1703936,1.5146205484127888,4523,8789,7.1.02
Uncompressed,random,32,6388608,6400000,1.0017831740498089,89,49911,7.1.02
Uncompressed,strided,64,3625088,6393856,1.763779527559055,21631,28321,7.1.02
Uncompressed,blurred,32,5978752,6400000,1.0704575135412877,3291,46709,7.1.02
Uncompressed,skew,32,6365696,6400000,1.005388884420494,268,49732,7.1.02
Uncompressed,strided,128,2080768,6393856,3.072834645669291,33696,16256,7.1.02
Uncompressed,blurred,64,5582464,6400000,1.146447160250384,6387,43613,7.1.02
Uncompressed,random,64,6376704,6400000,1.0036532980047372,182,49818,7.1.02
Uncompressed,skew,64,6329728,6400000,1.011101898849366,549,49451,7.1.02
Uncompressed,strided,256,2080768,6393856,3.072834645669291,33696,16256,7.1.02
Uncompressed,blurred,128,4818944,6400000,1.3280917977050577,12352,37648,7.1.02
Uncompressed,random,128,6350976,6400000,1.0077191285244975,383,49617,7.1.02
Uncompressed,skew,128,6258944,6400000,1.0225367090678554,1102,48898,7.1.02
Uncompressed,blurred,256,3402240,6400000,1.8811136192626037,23420,26580,7.1.02
Intel_11gen,random,0,3863104,6400000,1.656698861847882,0,50000,7.1.02
Intel_11gen,random,1,3871104,6400000,1.653275138048474,2,49998,7.1.02
Intel_11gen,random,4,3866688,6400000,1.6551632818577553,12,49988,7.1.02
Intel_11gen,strided,0,3863424,6393856,1.654971341483617,0,49952,7.1.02
Intel_8gen,periodic,0,1024576,1703936,1.6630645262040102,0,13312,7.1.02
Intel_8gen,periodic,1,676608,1703936,2.51835035944003,4523,8789,7.1.02
Intel_8gen,periodic,4,676608,1703936,2.51835035944003,4523,8789,7.1.02
Intel_11gen,strided,1,2188608,6393856,2.921425856069246,21631,28321,7.1.02
Intel_8gen,periodic,8,676608,1703936,2.51835035944003,4523,8789,7.1.02
Intel_11gen,random,8,3862336,6400000,1.657028285472833,22,49978,7.1.02
Intel_11gen,periodic,0,1024384,1703936,1.6633762339122828,0,13312,7.1.02
Intel_11gen,strided,4,2188608,6393856,2.921425856069246,21631,28321,7.1.02
Intel_8gen,periodic,16,676608,1703936,2.51835035944003,4523,8789,7.1.02
Intel_11gen,periodic,1,676480,1703936,2.5188268684957427,4523,8789,7.1.02
Intel_8gen,random,0,3870016,6400000,1.6537399328581588,0,50000,7.1.02
Intel_8gen,periodic,32,676608,1703936,2.51835035944003,4523,8789,7.1.02
Intel_8gen,strided,0,3864448,6393856,1.6545328077904011,0,49952,7.1.02
Intel_8gen,periodic,64,676608,1703936,2.51835035944003,4523,8789,7.1.02
Intel_11gen,random,16,3858752,6400000,1.6585673295407426,50,49950,7.1.02
Intel_11gen,periodic,4,676480,1703936,2.5188268684957427,4523,8789,7.1.02
Intel_8gen,strided,1,2189120,6393856,2.9207425814939336,21631,28321,7.1.02
Intel_8gen,skew,0,3686464,6400000,1.7360809708164788,0,50000,7.1.02
Intel_8gen,blurred,0,5415680,6400000,1.181753722524226,0,50000,7.1.02
Intel_8gen,strided,4,2189120,6393856,2.9207425814939336,21631,28321,7.1.02
Intel_11gen,periodic,256,676480,1703936,2.5188268684957427,4523,8789,7.1.02
Intel_8gen,random,4,3864320,6400000,1.6561775422325271,8,49992,7.1.02
Intel_11gen,blurred,0,5403200,6400000,1.184483269173823,0,50000,7.1.02
Intel_8gen,random,1,3866240,6400000,1.6553550736633007,5,49995,7.1.02
Intel_8gen,strided,8,2189120,6393856,2.9207425814939336,21631,28321,7.1.02
Intel_8gen,strided,16,2189120,6393856,2.9207425814939336,21631,28321,7.1.02
Intel_11gen,blurred,1,5404096,6400000,1.1842868816542118,99,49901,7.1.02
Intel_11gen,skew,0,3670336,6400000,1.743709567734398,0,50000,7.1.02
Intel_8gen,random,8,3870912,6400000,1.6533571416761734,18,49982,7.1.02
Intel_8gen,periodic,128,676608,1703936,2.51835035944003,4523,8789,7.1.02
Intel_8gen,blurred,1,5398208,6400000,1.1855786216462945,109,49891,7.1.02
Intel_11gen,random,32,3857664,6400000,1.6590351051828256,100,49900,7.1.02
Intel_8gen,skew,1,3680896,6400000,1.7387070974023715,3,49997,7.1.02
Intel_11gen,periodic,8,676480,1703936,2.5188268684957427,4523,8789,7.1.02
Intel_8gen,skew,4,3668672,6400000,1.7445004622926226,41,49959,7.1.02
Intel_8gen,blurred,4,5378368,6400000,1.189952044932589,389,49611,7.1.02
Intel_8gen,skew,8,3675712,6400000,1.7411592638378632,95,49905,7.1.02
Intel_8gen,strided,32,2189120,6393856,2.9207425814939336,21631,28321,7.1.02
Intel_8gen,blurred,8,5322112,6400000,1.2025301233795906,837,49163,7.1.02
Intel_8gen,random,16,3869184,6400000,1.6540955405584226,52,49948,7.1.02
Intel_11gen,blurred,8,5330368,6400000,1.2006675711695702,761,49239,7.1.02
Intel_8gen,skew,16,3673088,6400000,1.7424031223863954,152,49848,7.1.02
Uncompressed,random,256,6301952,6400000,1.01555835398302,766,49234,7.1.02
Intel_8gen,blurred,16,5236032,6400000,1.2222996345324093,1639,48361,7.1.02
Uncompressed,skew,256,6111616,6400000,1.047186210651978,2253,47747,7.1.02
Intel_11gen,strided,64,2188608,6393856,2.921425856069246,21631,28321,7.1.02
Intel_11gen,periodic,16,676480,1703936,2.5188268684957427,4523,8789,7.1.02
Intel_8gen,random,32,3859136,6400000,1.6584022952287767,88,49912,7.1.02
Intel_8gen,strided,64,2189120,6393856,2.9207425814939336,21631,28321,7.1.02
Intel_8gen,skew,32,3649088,6400000,1.753862882999807,301,49699,7.1.02
Intel_8gen,blurred,32,5064448,6400000,1.2637112672496589,3207,46793,7.1.02
Intel_8gen,strided,128,1255296,6393856,5.093504639543183,33696,16256,7.1.02
Intel_8gen,periodic,256,676608,1703936,2.51835035944003,4523,8789,7.1.02
Intel_11gen,skew,32,3664640,6400000,1.7464198393293748,318,49682,7.1.02
Intel_11gen,periodic,32,676480,1703936,2.5188268684957427,4523,8789,7.1.02
Intel_11gen,random,64,3848064,6400000,1.6631740012640122,205,49795,7.1.02
Intel_11gen,periodic,64,676480,1703936,2.5188268684957427,4523,8789,7.1.02
Intel_8gen,random,64,3846208,6400000,1.6639765712098773,204,49796,7.1.02
Intel_8gen,blurred,64,4710016,6400000,1.3588064244367748,6324,43676,7.1.02
Intel_11gen,strided,256,1255040,6393856,5.094543600203978,33696,16256,7.1.02
Intel_8gen,strided,256,1255296,6393856,5.093504639543183,33696,16256,7.1.02
Intel_11gen,periodic,128,676480,1703936,2.5188268684957427,4523,8789,7.1.02
Intel_8gen,skew,64,3630848,6400000,1.7626736233519005,585,49415,7.1.02
Intel_8gen,blurred,128,4083008,6400000,1.5674718246939512,12188,37812,7.1.02
Intel_11gen,random,128,3835648,6400000,1.668557698725222,402,49598,7.1.02
Intel_8gen,random,128,3840512,6400000,1.666444474070124,413,49587,7.1.02
Intel_11gen,skew,128,3599552,6400000,1.7779990398805186,1143,48857,7.1.02
Intel_11gen,strided,8,2188608,6393856,2.921425856069246,21631,28321,7.1.02
Intel_8gen,skew,128,3598208,6400000,1.7786631567713709,1105,48895,7.1.02
Intel_11gen,strided,16,2188608,6393856,2.921425856069246,21631,28321,7.1.02
Intel_8gen,blurred,256,2847616,6400000,2.247494044140783,23358,26642,7.1.02
Intel_11gen,blurred,4,5378816,6400000,1.1898529341773356,396,49604,7.1.02
Intel_11gen,blurred,256,2862080,6400000,2.23613595706619,23287,26713,7.1.02
Intel_11gen,strided,32,2188608,6393856,2.921425856069246,21631,28321,7.1.02
Intel_11gen,skew,1,3679104,6400000,1.7395539783599483,7,49993,7.1.02
Intel_11gen,skew,4,3681664,6400000,1.7383444007926852,33,49967,7.1.02
Intel_11gen,skew,8,3675520,6400000,1.7412502176562772,79,49921,7.1.02
Intel_11gen,blurred,16,5232064,6400000,1.2232266271972208,1633,48367,7.1.02
Intel_11gen,skew,16,3670080,6400000,1.7438311971401168,151,49849,7.1.02
Intel_11gen,strided,128,1255040,6393856,5.094543600203978,33696,16256,7.1.02
Intel_11gen,blurred,32,5069184,6400000,1.262530616367447,3140,46860,7.1.02
Intel_11gen,blurred,64,4728896,6400000,1.3533814234865813,6179,43821,7.1.02
Intel_11gen,skew,64,3631168,6400000,1.7625182861272186,560,49440,7.1.02
Intel_11gen,random,256,3803328,6400000,1.6827368031366214,840,49160,7.1.02
Intel_11gen,blurred,128,4055488,6400000,1.5781084791768587,12386,37614,7.1.02
Intel_8gen,random,256,3798272,6400000,1.684976747320887,811,49189,7.1.02
Intel_8gen,skew,256,3523904,6400000,1.8161675232923484,2291,47709,7.1.02
Mali,periodic,1,143091,851968,5.9540292541110205,4523,8789,7.1.02
Mali,periodic,4,143091,851968,5.9540292541110205,4523,8789,7.1.02
Mali,periodic,16,143091,851968,5.9540292541110205,4523,8789,7.1.02
Mali,periodic,8,143091,851968,5.9540292541110205,4523,8789,7.1.02
Mali,periodic,32,143091,851968,5.9540292541110205,4523,8789,7.1.02
Intel_11gen,skew,256,3523776,6400000,1.8162334949781145,2204,47796,7.1.02
Mali,periodic,64,143091,851968,5.9540292541110205,4523,8789,7.1.02
Mali,periodic,128,143091,851968,5.9540292541110205,4523,8789,7.1.02
Mali,periodic,256,143091,851968,5.9540292541110205,4523,8789,7.1.02
Mali,periodic,0,216707,851968,3.931428149529088,0,13312,7.1.02
Mali,strided,128,264843,3196928,12.071030761621037,33696,16256,7.1.02
Mali,strided,256,264843,3196928,12.071030761621037,33696,16256,7.1.02
Mali,strided,1,461682,3196928,6.924523806429534,21631,28321,7.1.02
Mali,strided,8,461682,3196928,6.924523806429534,21631,28321,7.1.02
Mali,strided,4,461682,3196928,6.924523806429534,21631,28321,7.1.02
Mali,strided,16,461682,3196928,6.924523806429534,21631,28321,7.1.02
Mali,strided,32,461682,3196928,6.924523806429534,21631,28321,7.1.02
Mali,strided,64,461682,3196928,6.924523806429534,21631,28321,7.1.02
Mali,blurred,256,488518,3200000,6.550423935249059,23377,26623,7.1.02
Mali,blurred,128,696806,3200000,4.592382958814936,12234,37766,7.1.02
Mali,blurred,64,806982,3200000,3.965392040962499,6257,43743,7.1.02
Mali,blurred,32,863659,3200000,3.705166043542648,3251,46749,7.1.02
Mali,strided,0,814398,3196928,3.9255106225702914,0,49952,7.1.02
Mali,random,1,815256,3200000,3.925147438350653,3,49997,7.1.02
Mali,random,4,815371,3200000,3.9245938351989462,19,49981,7.1.02
Mali,random,0,814606,3200000,3.9282794381578334,0,50000,7.1.02
Mali,blurred,0,924573,3200000,3.461057158277389,0,50000,7.1.02
Mali,blurred,16,895045,3200000,3.5752392337815415,1617,48383,7.1.02
Mali,random,8,814616,3200000,3.928231215689355,21,49979,7.1.02
Mali,blurred,4,916749,3200000,3.4905955719613546,424,49576,7.1.02
Mali,random,16,814303,3200000,3.9297411405828058,58,49942,7.1.02
Mali,blurred,1,921993,3200000,3.4707421856781995,87,49913,7.1.02
Mali,blurred,8,909681,3200000,3.5177166501224058,768,49232,7.1.02
Mali,random,32,813156,3200000,3.9352842505005183,111,49889,7.1.02
Mali,skew,0,795804,3200000,4.021090620303492,0,50000,7.1.02
Mali,random,64,811712,3200000,3.9422849483560674,203,49797,7.1.02
Mali,skew,4,796030,3200000,4.019948996897102,39,49961,7.1.02
Mali,skew,8,794337,3200000,4.028516863749265,80,49920,7.1.02
Mali,skew,16,794908,3200000,4.02562309097405,146,49854,7.1.02
Mali,skew,1,795380,3200000,4.023234177374337,12,49988,7.1.02
Mali,random,128,808846,3200000,3.956253724441982,386,49614,7.1.02
Mali,skew,32,791123,3200000,4.044883033358909,292,49708,7.1.02
Mali,skew,64,787048,3200000,4.065825718380582,562,49438,7.1.02
Mali,skew,128,778180,3200000,4.11215914055874,1123,48877,7.1.02
Mali,random,256,801149,3200000,3.99426323942238,826,49174,7.1.02
Mali,skew,256,760145,3200000,4.209723144926297,2298,47702,7.1.02
Uncompressed,periodic,0,1703936,1703936,1.0,0,13312,5.2.10
Uncompressed,periodic,1,1124992,1703936,1.5146205484127888,4523,8789,5.2.10
Uncompressed,periodic,4,1124992,1703936,1.5146205484127888,4523,8789,5.2.10
Uncompressed,strided,0,6393856,6393856,1.0,0,49952,5.2.10
Uncompressed,periodic,8,1124992,1703936,1.5146205484127888,4523,8789,5.2.10
Uncompressed,periodic,16,1124992,1703936,1.5146205484127888,4523,8789,5.2.10
Uncompressed,random,0,6400000,6400000,1.0,0,50000,5.2.10
Uncompressed,periodic,32,1124992,1703936,1.5146205484127888,4523,8789,5.2.10
Uncompressed,strided,1,3625088,6393856,1.763779527559055,21631,28321,5.2.10
Uncompressed,strided,4,3625088,6393856,1.763779527559055,21631,28321,5.2.10
Uncompressed,blurred,0,6400000,6400000,1.0,0,50000,5.2.10
Uncompressed,periodic,64,1124992,1703936,1.5146205484127888,4523,8789,5.2.10
